 824 K01557.04  1.14 0.04
 825 K01563.01  3.09 0.08
 826 K01563.02  2.73 0.08
 827 K01563.03  1.81 0.07
 828 K01563.04  2.68 0.10
 829 K01567.01  2.47 0.06
 830 K01567.02  1.77 0.05
 831 K01567.03  2.37 0.07
 832 K01567.04  2.72 0.08
 833 K01576.01  2.96 0.07
 834 K01576.02  2.65 0.06
 835 K01581.01  6.51 0.88
 836 K01581.02  7.06 0.96
 837 K01590.01  2.02 0.08
 838 K01590.02  1.35 0.07
 839 K01590.03  1.32 0.08
 840 K01596.01  1.62 0.05
 841 K01596.02  2.79 0.09
 842 K01598.01  3.05 0.07
 843 K01598.02  2.37 0.06
 844 K01598.03  1.26 0.05
 845 K01601.01  2.90 0.11
 846 K01601.02  3.59 0.15
 847 K01606.01  1.61 0.04
 848 K01608.01  1.83 0.05
 849 K01608.02  1.65 0.06
 850 K01608.03  2.17 0.10
 851 K01609.01  2.37 0.08
 852 K01612.01  0.75 0.03
 853 K01615.01  1.49 0.05
 854 K01616.01  1.50 0.05
 855 K01618.01  0.89 0.07
 856 K01621.01  2.76 0.13
 857 K01628.01  4.06 0.30
 858 K01628.02  1.65 0.13
 859 K01629.01  1.60 0.06
 860 K01632.01  1.71 0.07
 861 K01647.01  2.82 0.13
 862 K01647.02  2.48 0.13
 863 K01655.01  1.47 0.03
 864 K01665.01  1.55 0.06
 865 K01669.01  3.02 0.12
 866 K01688.01  1.78 0.09
 867 K01692.01  2.81 0.06
 868 K01692.02  0.89 0.03
 869 K01695.01  2.25 0.10
 870 K01706.01  1.52 0.03
 871 K01707.01  3.60 0.14
 872 K01707.02  3.70 0.16
 873 K01715.01  2.20 0.07
 874 K01726.01  2.26 0.04
 875 K01738.01  1.21 0.03
 876 K01751.01  2.74 0.06
 877 K01754.01  2.10 0.09
 878 K01779.01  4.42 0.14
 879 K01779.02  3.47 0.20
 880 K01781.01  3.71 0.07
 881 K01781.02  2.17 0.04
 882 K01781.03  2.97 0.07
 883 K01783.01  8.00 0.21
 884 K01783.02  5.08 0.15
 885 K01797.01  2.42 0.05
 886 K01800.01  5.49 0.11
 887 K01802.01  2.65 0.07
 888 K01803.01  2.27
 889 K01805.01  2.70 0.06
 890 K01805.02  2.25 0.07
 891 K01805.03  1.74 0.05
 892 K01806.02  1.64 0.07
 893 K01806.03  1.36 0.07
 894 K01808.01  3.48 0.10
 895 K01809.01  2.16 0.05
 896 K01809.02  1.63 0.04
 897 K01813.01  2.21 0.04
 898 K01815.01  2.07 0.04
 899 K01815.02  0.54 0.04
 900 K01818.01  2.66 0.06
 901 K01819.01  2.04 0.07
 902 K01820.01  1.69 0.03
 903 K01820.02  1.00 0.03
 904 K01822.01  2.99 0.08
 905 K01824.01  1.65 0.04
 906 K01824.02  1.44 0.04
 907 K01825.01  2.32 0.08
 908 K01826.01  3.54 0.09
 909 K01831.01  2.94 0.06
 910 K01831.02  1.29 0.04
 911 K01831.03  1.24
 912 K01831.04  1.73 0.07
 913 K01832.01  2.65 0.07
 914 K01832.02  2.28 0.09
 915 K01832.03  2.35 0.10
 916 K01835.01  2.13 0.06
 917 K01835.02  1.97 0.06
 918 K01835.03  1.92 0.06
 919 K01837.01  2.18 0.05
 920 K01837.02  1.03 0.03
 921 K01839.01  2.13 0.05
 922 K01839.02  2.22 0.10
 923 K01841.01  2.39 0.05
 924 K01850.01  2.82 0.08
 925 K01852.01  2.80 0.18
 926 K01854.01  2.37 0.05
 927 K01856.01  2.50 0.05
 928 K01858.01  3.53 0.09
 929 K01860.01  2.66 0.07
 930 K01860.02  2.56 0.07
 931 K01860.03  1.62 0.05
 932 K01861.01  3.11 0.09
 933 K01862.01  2.55 0.06
 934 K01863.01  3.12 0.09
 935 K01864.01  2.51 0.09
 936 K01871.01  2.68 0.07
 937 K01871.02  2.06 0.05
 938 K01875.01  2.29 0.06
 939 K01875.02  1.47 0.04
 940 K01877.01  1.46 0.03
 941 K01878.01  3.14 0.14
 942 K01883.01  1.41 0.06
 943 K01886.01  2.45 0.13
 944 K01889.01  2.60 0.06
 945 K01889.02  1.69 0.06
 946 K01891.01  2.38 0.07
 947 K01891.02  1.49 0.06
 948 K01893.01  2.19 0.07
 949 K01894.01  7.36 0.60
 950 K01897.01  3.07 0.09
 951 K01898.01  1.77 0.05
 952 K01901.01  2.78 0.08
 953 K01904.01  1.29 0.04
 954 K01905.01  1.30 0.03
 955 K01905.02  1.12 0.04
 956 K01905.03  1.25 0.04
 957 K01909.01  1.51 0.04
 958 K01909.02  1.16 0.03
 959 K01909.03  1.42 0.05
 960 K01913.01  1.40 0.03
 961 K01915.01  3.19 0.14
 962 K01915.02  2.87 0.15
 963 K01917.01  2.50 0.07
 964 K01922.01  2.52 0.08
 965 K01922.03  4.71 0.15
 966 K01923.01  2.07 0.06
 967 K01924.01  1.51 0.09
 968 K01925.01  1.09 0.03
 969 K01928.01  3.05 0.08
 970 K01929.01  2.35 0.09
 971 K01929.02  1.78 0.07
 972 K01930.01  2.73 0.11
 973 K01930.02  2.62 0.11
 974 K01930.03  2.98 0.12
 975 K01930.04  1.75 0.08
 976 K01931.01  1.44 0.04
 977 K01931.02  1.19 0.05
 978 K01931.03  1.18 0.04
 979 K01938.01  2.38 0.05
 980 K01944.01  2.21 0.06
 981 K01945.01  3.01 0.08
 982 K01947.01  2.20 0.07
 983 K01951.01  2.47 0.08
 984 K01952.01  2.25 0.08
 985 K01952.02  2.36 0.09
 986 K01952.03  1.41 0.07
 987 K01952.04  2.40 0.10
 988 K01955.01  2.26 0.13
 989 K01955.02  2.36 0.13
 990 K01955.03  1.04 0.06
 991 K01955.04  2.11 0.12
 992 K01958.01  3.15 0.12
 993 K01960.01  2.06 0.06
 994 K01960.02  1.95 0.08
 995 K01961.01  1.39 0.04
 996 K01963.01  5.17 0.88
 997 K01964.01  0.78 0.02
 998 K01970.01  2.49 0.08
 999 K01970.02  2.88 0.09
1000 K01978.01  2.53 0.06
1001 K01978.02  2.78 0.08
1002 K01979.01  1.50 0.07
1003 K01980.01  2.54 0.06
1004 K01984.01  2.52 0.08
1005 K01985.01  2.01 0.05
1006 K01988.01  1.24 0.03
1007 K01989.01  2.58 0.07
1008 K01992.01  2.93 0.11
1009 K01992.02  2.67 0.12
1010 K02001.01  1.20 0.05
1011 K02002.01  1.94 0.09
1012 K02004.01  3.34 0.12
1013 K02004.02  1.46 0.07
1014 K02004.03  0.98 0.08
1015 K02007.01  1.50 0.06
1016 K02007.02  1.46 0.07
1017 K02009.01  2.83 0.08
1018 K02010.01  2.89 0.20
1019 K02012.01  2.90 0.09
1020 K02012.02  2.85 0.12
1021 K02016.01  2.48 0.09
1022 K02017.01  1.24 0.07
1023 K02022.01  2.20 0.16
1024 K02022.02  2.18 0.19
1025 K02026.01  1.58 0.06
1026 K02029.01  1.39 0.05
1027 K02029.02  0.98 0.04
1028 K02029.03  0.74 0.05
1029 K02029.04  0.65 0.05
1030 K02035.01  2.18 0.16
1031 K02037.01  3.46 0.12
1032 K02037.02  1.92 0.08
1033 K02037.03  1.99 0.09
1034 K02038.01  1.83 0.08
1035 K02038.02  1.98 0.06
1036 K02038.03  1.34 0.07
1037 K02038.04  1.26 0.09
1038 K02039.01  1.62 0.05
1039 K02039.02  0.81 0.05
1040 K02040.01  2.57 0.08
1041 K02043.01  3.28 0.10
1042 K02044.01  3.69 0.12
1043 K02046.01  2.98 0.09
1044 K02047.01  1.69 0.06
1045 K02048.01  2.70 0.09
1046 K02049.01  1.80 0.06
1047 K02051.01  3.27 0.10
1048 K02051.02  1.77 0.09
1049 K02053.01  2.21 0.08
1050 K02053.02  1.82 0.07
1051 K02071.01  1.04 0.03
1052 K02072.01  1.42 0.05
1053 K02073.01  2.45 0.07
1054 K02073.02  1.81 0.06
1055 K02073.03  2.17 0.07
1056 K02076.01  3.33 0.10
1057 K02076.02  6.75 0.18
1058 K02079.01  0.75 0.02
1059 K02081.01  5.04 0.42
1060 K02082.01  2.89 0.11
1061 K02083.01  3.22 0.30
1062 K02086.01  1.92 0.07
1063 K02086.02  2.15 0.08
1064 K02086.03  1.83 0.10
1065 K02087.01  1.39 0.05
1066 K02092.01  3.77 0.12
1067 K02092.02  3.14 0.10
1068 K02092.03  2.87 0.15
1069 K02093.01  2.63 0.09
1070 K02093.02  1.61 0.07
1071 K02093.03  1.33 0.06
1072 K02094.01  2.75 0.12
1073 K02094.02  2.78 0.13
1074 K02098.01  2.60 0.21
1075 K02098.02  2.70 0.22
1076 K02105.01  1.42 0.05
1077 K02109.01  3.63 0.19
1078 K02111.01  1.54 0.05
1079 K02111.02  2.01 0.07
1080 K02115.01  3.27 0.12
1081 K02119.01  1.35 0.03
1082 K02120.01  1.22 0.04
1083 K02135.01  3.20 0.17
1084 K02135.02  1.75 0.11
1085 K02135.03  1.74 0.10
1086 K02137.01  1.49 0.05
1087 K02143.01  1.12 0.04
1088 K02147.01  3.05 0.12
1089 K02147.02  1.73 0.12
1090 K02148.01  2.36 0.08
1091 K02148.02  2.03 0.08
1092 K02148.03  1.42 0.07
1093 K02149.01  1.59 0.08
1094 K02153.01  2.40 0.09
1095 K02153.02  1.69 0.07
1096 K02158.01  0.92 0.03
1097 K02158.02  0.71 0.03
1098 K02159.01  1.22 0.04
1099 K02162.01  1.84 0.06
1100 K02162.02  1.59 0.07
1101 K02167.01  2.90 0.09
1102 K02167.03  2.66 0.10
1103 K02168.01  2.69 0.28
1104 K02168.02  3.16 0.33
1105 K02169.01  0.89 0.03
1106 K02169.02  0.74 0.03
1107 K02169.03  0.67 0.03
1108 K02169.04  0.41 0.04
1109 K02173.01  1.29 0.04
1110 K02175.01  3.70 0.18
1111 K02183.01  2.33 0.09
1112 K02183.02  1.67 0.07
1113 K02194.01  2.40 0.09
1114 K02194.02  2.51 0.09
1115 K02194.03  2.04 0.12
1116 K02195.01  2.48 0.11
1117 K02195.02  2.21 0.11
1118 K02195.03  1.67 0.08
1119 K02202.01  1.18 0.03
1120 K02208.01  0.95 0.03
1121 K02218.01  2.42 0.11
1122 K02218.02  2.09 0.13
1123 K02219.01  1.38 0.05
1124 K02220.01  1.77 0.07
1125 K02220.02  2.00 0.07
1126 K02220.03  1.71 0.06
1127 K02220.04  1.59 0.08
1128 K02236.01  2.46 0.09
1129 K02236.02  1.75 0.08
1130 K02246.01  1.40 0.05
1131 K02250.01  2.69 0.08
1132 K02250.02  1.72 0.05
1133 K02252.01  2.93 0.19
1134 K02260.01  1.14 0.06
1135 K02261.01  1.22 0.03
1136 K02273.01  1.03 0.06
1137 K02278.01  2.48 0.10
1138 K02278.02  1.42 0.07
1139 K02279.01  2.20 0.07
1140 K02279.02  1.61 0.07
1141 K02281.01  0.90 0.03
1142 K02289.01  2.53 0.10
1143 K02289.02  1.77 0.07
1144 K02290.01  1.95 0.06
1145 K02295.01  1.03 0.05
1146 K02300.01  1.29 0.04
1147 K02319.01  1.87 0.07
1148 K02331.01  1.65 0.06
1149 K02332.01  1.75 0.08
1150 K02333.01  1.39 0.06
1151 K02333.02  1.54 0.07
1152 K02335.01  3.25 0.31
1153 K02339.01  1.24 0.05
1154 K02342.01  1.36 0.06
1155 K02352.01  1.11 0.06
1156 K02352.02  1.00 0.06
1157 K02352.03  0.97 0.06
1158 K02357.01  2.02 0.17
1159 K02357.02  2.85 0.30
1160 K02358.01  3.69 0.35
1161 K02365.01  2.42 0.10
1162 K02365.02  1.81 0.09
1163 K02366.01  1.45 0.06
1164 K02367.01  1.43 0.07
1165 K02369.01  2.91 0.22
1166 K02369.03  1.64 0.21
1167 K02372.01  1.50 0.06
1168 K02374.01  1.79 0.07
1169 K02374.02  2.25 0.11
1170 K02389.01  1.82 0.07
1171 K02390.01  3.32 0.23
1172 K02393.01  1.39 0.04
1173 K02393.02  1.24 0.04
1174 K02398.01  2.31 0.12
1175 K02399.01  0.83 0.03
1176 K02403.01  1.41 0.06
1177 K02407.01  2.34 0.10
1178 K02408.01  2.28 0.07
1179 K02409.01  1.55 0.03
1180 K02414.01  2.12 0.10
1181 K02414.02  2.26 0.11
1182 K02422.01  1.64 0.06
1183 K02422.02  1.59 0.08
1184 K02426.01  0.89 0.04
1185 K02433.01  2.67 0.10
1186 K02433.02  2.55 0.09
1187 K02433.03  2.67 0.12
1188 K02433.04  2.11 0.11
1189 K02440.01  1.76 0.08
1190 K02442.01  1.96 0.08
1191 K02442.02  1.45 0.07
1192 K02443.01  1.26 0.05
1193 K02443.02  1.20 0.06
1194 K02462.01  1.58 0.07
1195 K02469.01  2.36 0.09
1196 K02473.01  1.40 0.05
1197 K02473.03  1.37 0.07
1198 K02479.01  2.88 0.15
1199 K02484.01  1.96 0.09
1200 K02488.01  1.62 0.07
1201 K02492.01  1.08 0.04
1202 K02498.01  0.86 0.04
1203 K02498.02  0.92 0.05
1204 K02503.01  1.15 0.04
1205 K02516.01  1.53 0.09
1206 K02517.01  1.15 0.05
1207 K02521.01  2.15 0.07
1208 K02521.02  1.49 0.07
1209 K02522.01  1.27 0.05
1210 K02529.01  2.27 0.08
1211 K02529.02  2.37 0.10
1212 K02530.01  2.67 0.12
1213 K02533.01  3.19 0.23
1214 K02534.01  1.44 0.05
1215 K02534.02  1.13 0.07
1216 K02538.01  2.12 0.10
1217 K02541.01  2.57 0.16
1218 K02541.02  2.85 0.19
1219 K02545.01  1.50 0.10
1220 K02547.01  1.91 0.08
1221 K02555.01  1.13 0.06
1222 K02556.01  1.55 0.06
1223 K02559.01  1.32 0.05
1224 K02561.01  1.34 0.06
1225 K02563.01  2.58 0.16
1226 K02563.02  1.55 0.12
1227 K02564.01  3.22 0.29
1228 K02564.02  1.81 0.19
1229 K02571.01  1.67 0.08
1230 K02581.01  0.98 0.05
1231 K02582.01  2.13 0.09
1232 K02583.01  0.69 0.03
1233 K02585.01  1.07 0.04
1234 K02585.02  1.08 0.06
1235 K02585.03  0.85 0.05
1236 K02590.02  1.73 0.17
1237 K02593.01  1.21 0.05
1238 K02593.02  0.84 0.04
1239 K02595.01  1.59 0.14
1240 K02595.02  1.45 0.13
1241 K02597.01  1.54 0.07
1242 K02597.02  1.63 0.08
1243 K02597.03  1.43 0.07
1244 K02603.01  2.29 0.16
1245 K02607.01  1.63 0.06
1246 K02612.01  0.61 0.03
1247 K02612.02  0.62 0.04
1248 K02623.01  1.39 0.09
1249 K02623.02  1.04 0.08
1250 K02631.01  2.22 0.10
1251 K02632.01  1.65 0.16
1252 K02635.01  1.64 0.10
1253 K02636.01  0.65 0.03
1254 K02639.01  3.97 0.54
1255 K02641.01  1.34 0.07
1256 K02668.01  1.50 0.04
1257 K02672.01  4.95 0.10
1258 K02672.02  3.30 0.08
1259 K02674.01  9.54 0.35
1260 K02674.02  1.65 0.08
1261 K02674.03  1.55 0.07
1262 K02675.01  2.27 0.05
1263 K02675.02  1.03 0.04
1264 K02677.01  7.61 0.39
1265 K02678.01  1.87 0.05
1266 K02678.02  0.47 0.31
1267 K02686.01  3.27 0.07
1268 K02687.01  0.79 0.04
1269 K02687.02  1.05 0.04
1270 K02690.01  1.94 0.07
1271 K02694.01  1.46 0.04
1272 K02694.02  1.58 0.06
1273 K02698.01  3.89 0.10
1274 K02706.01  1.93 0.12
1275 K02707.01  5.76 0.48
1276 K02707.02  3.02 0.27
1277 K02707.03  4.42 0.38
1278 K02714.01  2.53 0.11
1279 K02714.02  3.08 0.13
1280 K02714.03  3.24 0.15
1281 K02717.01  1.40 0.04
1282 K02720.01  1.35 0.05
1283 K02722.01  1.37 0.05
1284 K02722.02  1.40 0.06
1285 K02722.03  1.20 0.05
1286 K02722.04  1.26 0.06
1287 K02722.05  1.13 0.07
1288 K02729.01  1.84 0.06
1289 K02730.01  1.47 0.05
1290 K02732.01  1.86 0.08
1291 K02732.02  1.96 0.09
1292 K02732.03  2.44 0.12
1293 K02732.04  1.49 0.08
1294 K02743.01  1.52 0.05
1295 K02748.01  2.95 0.12
1296 K02748.02  2.28 0.11
1297 K02753.01  1.14 0.04
1298 K02754.01  1.05 0.04
1299 K02755.01  0.88 0.03
1300 K02756.01  1.14 0.04
1301 K02758.01 13.41 1.17
1302 K02762.01  2.80 0.09
1303 K02768.03  1.13 0.09
1304 K02785.01  2.00 0.06
1305 K02786.01  3.10 0.24
1306 K02792.01  0.77 0.03
1307 K02796.01  1.11 0.04
1308 K02801.01  0.93 0.04
1309 K02803.01  0.61 0.02
1310 K02805.01  0.95 0.04
1311 K02807.01  2.09 0.17
1312 K02828.01  2.48 0.08
1313 K02828.02  2.90 0.11
1314 K02829.01  1.94 0.09
1315 K02832.01  0.81 0.03
1316 K02833.01  0.96 0.06
1317 K02838.01  1.51 0.07
1318 K02838.02  1.33 0.06
1319 K02840.01  1.59 0.07
1320 K02840.02  1.51 0.09
1321 K02841.01  2.85 0.14
1322 K02848.01  1.26 0.05
1323 K02857.01  2.23 0.10
1324 K02857.02  1.46 0.08
1325 K02859.01  0.96 0.04
1326 K02859.02  0.81 0.04
1327 K02859.03  0.81 0.04
1328 K02859.04  0.83 0.04
1329 K02859.05  0.86 0.05
1330 K02866.01  1.85 0.31
1331 K02874.01  1.13 0.03
1332 K02904.01  2.06 0.10
1333 K02906.01  1.65 0.11
1334 K02906.02  2.22 0.16
1335 K02906.03  1.51 0.11
1336 K02913.01  1.17 0.06
1337 K02915.01  0.85 0.04
1338 K02925.01  0.84 0.04
1339 K02926.01  2.10 0.06
1340 K02926.02  1.83 0.05
1341 K02926.03  2.29 0.06
1342 K02926.04  2.13 0.07
1343 K02926.05  2.61 0.10
1344 K02931.01  1.76 0.06
1345 K02943.01  2.41 0.11
1346 K02949.01  1.10 0.06
1347 K02949.02  0.90 0.05
1348 K02951.01  1.09 0.08
1349 K02961.01  0.76 0.04
1350 K02964.01  2.77 0.20
1351 K02968.01  1.47 0.11
1352 K02970.01  0.80 0.04
1353 K02977.01  1.06 0.04
1354 K02977.02  1.13 0.05
1355 K02984.01  1.57 0.09
1356 K03008.01  1.29 0.07
1357 K03009.01  1.03 0.05
1358 K03015.01  1.10 0.05
1359 K03017.01  0.67 0.04
1360 K03032.01  1.34 0.06
1361 K03039.01  1.75 0.09
1362 K03052.01  1.12 0.06
1363 K03052.02  1.32 0.06
1364 K03057.01  2.70 0.09
1365 K03057.02  2.01 0.07
1366 K03060.01  1.15 0.08
1367 K03065.01  1.19 0.07
1368 K03075.01  0.77 0.03
1369 K03083.01  0.89 0.05
1370 K03083.02  0.70 0.06
1371 K03083.03  0.75 0.05
1372 K03086.01  3.01 0.14
1373 K03093.01  1.69 0.10
1374 K03096.01  1.64 0.08
1375 K03097.01  1.17 0.06
1376 K03097.02  1.02 0.05
1377 K03097.03  1.01 0.06
1378 K03111.01  0.97 0.07
1379 K03111.02  0.72 0.06
1380 K03114.01  1.59 0.14
1381 K03117.01  0.82 0.05
1382 K03122.01  1.53 0.15
1383 K03125.01  1.05 0.07
1384 K03128.01  2.36 0.16
1385 K03130.01  1.07 0.05
1386 K03130.02  0.79 0.04
1387 K03146.01  2.15 0.11
1388 K03165.01  1.17 0.06
1389 K03168.01  1.16 0.06
1390 K03184.01  0.73
1391 K03184.03  0.67 0.03
1392 K03190.01  0.86 0.05
1393 K03194.01  1.69 0.11
1394 K03196.01  0.62 0.03
1395 K03196.02  0.76 0.04
1396 K03197.01  1.05 0.16
1397 K03202.01  2.83 0.16
1398 K03224.01  0.62 0.04
1399 K03225.01  0.59 0.04
1400 K03232.01  1.28 0.08
1401 K03234.01  1.23 0.12
1402 K03236.01  0.95 0.10
1403 K03237.01  2.29 0.16
1404 K03245.01  1.15 0.06
1405 K03246.01  0.85 0.02
1406 K03248.01  0.71 0.04
1407 K03277.01  2.93 0.19
1408 K03283.02  1.43 0.07
1409 K03287.01  2.51 0.10
1410 K03288.01  2.65 0.07
1411 K03301.01  2.45 0.17
1412 K03308.01  2.94 0.12
1413 K03308.02  1.70 0.08
1414 K03310.01  1.35 0.05
1415 K03315.01  1.52 0.06
1416 K03340.01  1.76 0.15
1417 K03340.02  2.17 0.17
1418 K03346.01  1.38 0.05
1419 K03358.01  3.40 0.10
1420 K03363.01  2.35 0.07
1421 K03371.01  1.92 0.09
1422 K03371.02  1.41 0.08
1423 K03384.01  1.40 0.08
1424 K03384.02  1.65 0.06
1425 K03403.01  2.99 0.14
1426 K03403.02  1.61 0.09
1427 K03425.01  2.61 0.14
1428 K03425.02  1.65 0.09
1429 K03425.03  1.97 0.12
1430 K03436.01  1.31 0.05
1431 K03438.01  1.25 0.05
1432 K03451.01  1.63 0.09
1433 K03456.01  1.50 0.06
1434 K03473.01  2.21 0.06
1435 K03497.01  2.45 0.11
1436 K03500.01  3.55 0.18
1437 K03500.02  1.39 0.10
1438 K03503.01  1.17 0.09
1439 K03541.01 62.35 3.99
1440 K03663.01 10.24 0.20
1441 K03678.01  8.56 0.17
1442 K03680.01 12.73 0.44
1443 K03681.01 13.39 0.56
1444 K03681.02  1.29 0.06
1445 K03683.01 11.72 0.72
1446 K03689.01 13.27 0.39
1447 K03791.02  8.86 0.41
1448 K03801.01 12.40 0.99
1449 K03811.01 11.35 0.43
1450 K03823.01  5.26 0.12
1451 K03835.01  2.54 0.05
1452 K03864.01  1.00 0.02
1453 K03864.02  0.99 0.04
1454 K03867.01  1.73 0.05
1455 K03876.01  2.03 0.06
1456 K03891.01  6.91 0.35
1457 K03892.01  1.02 0.03
1458 K03908.01  3.21 0.14
1459 K03913.01  3.30 0.11
1460 K03925.01  3.11 0.06
1461 K03925.02  1.60 0.06
1462 K03925.03  1.63 0.07
1463 K03928.01  1.16 0.05
1464 K03936.02  1.58 0.10
1465 K03943.01  2.75 0.11
1466 K03946.01  4.72 0.29
1467 K03980.01  2.70 0.09
1468 K03991.01  1.27 0.04
1469 K04002.01  1.37 0.05
1470 K04004.01  1.12 0.03
1471 K04005.01  2.63 0.10
1472 K04011.01  1.15 0.04
1473 K04014.01  2.54 0.08
1474 K04022.01  1.91 0.10
1475 K04024.01  1.18 0.11
1476 K04032.01  1.00 0.04
1477 K04032.02  0.85 0.03
1478 K04032.03  1.07 0.04
1479 K04032.04  1.04 0.04
1480 K04032.05  0.99 0.04
1481 K04037.01  2.70 0.11
1482 K04053.01  0.86 0.07
1483 K04054.01  2.19 0.07
1484 K04060.01  3.16 0.13
1485 K04066.01  2.94 0.21
1486 K04067.01  3.13 0.13
1487 K04072.01  1.04 0.04
1488 K04098.01  0.89 0.05
1489 K04103.01  3.29 0.13
1490 K04103.02  1.48 0.14
1491 K04109.01  0.72 0.03
1492 K04121.01  2.74 0.13
1493 K04123.01  2.96 0.23
1494 K04129.01  0.66 0.03
1495 K04136.01  1.58 0.08
1496 K04136.02  1.68 0.09
1497 K04144.01  1.13 0.04
1498 K04146.01  0.79 0.03
1499 K04146.02  0.56 0.03
1500 K04156.01  1.41 0.07
1501 K04157.01  0.96 0.09
1502 K04157.02  0.96 0.11
1503 K04159.01  0.83 0.04
1504 K04160.01  0.96 0.04
1505 K04188.01  0.95 0.04
1506 K04204.01  1.42 0.06
1507 K04212.01  1.52 0.07
1508 K04212.02  1.06 0.08
1509 K04215.01  2.36 0.13
1510 K04222.01  1.54 0.08
1511 K04226.01  2.28 0.14
1512 K04230.01  1.48 0.08
1513 K04245.01  2.43 0.15
1514 K04246.02  0.93 0.06
1515 K04251.01  1.23 0.09
1516 K04257.01  3.33 0.20
1517 K04269.01  4.32 0.32
1518 K04276.01  2.80 0.25
1519 K04287.01  0.69 0.04
1520 K04287.02  0.53 0.03
1521 K04288.01  0.91 0.04
1522 K04288.02  0.90 0.05
1523 K04288.04  0.91 0.05
1524 K04292.01  0.77 0.04
1525 K04296.01  0.72 0.04
1526 K04298.01  1.11 0.07
1527 K04301.01  1.07 0.05
1528 K04301.02  0.74 0.05
1529 K04302.01  1.19 0.07
1530 K04304.01  1.34 0.07
1531 K04312.01  1.30 0.07
1532 K04318.01  1.50 0.15
1533 K04323.01  2.05 0.20
1534 K04329.01  1.42 0.10
1535 K04335.01  1.04 0.05
1536 K04343.01  2.17 0.21
1537 K04356.01  2.89 0.14
1538 K04366.01  1.19 0.06
1539 K04367.01  3.62 0.22
1540 K04374.01  1.08 0.06
1541 K04382.01  1.16 0.09
1542 K04383.01  0.87 0.05
1543 K04383.02  0.72 0.05
1544 K04385.01  1.77 0.09
1545 K04385.02  3.36 0.15
1546 K04385.03  1.63 0.15
1547 K04399.01  1.34 0.06
1548 K04400.01  0.90 0.04
1549 K04407.01  0.75 0.08
1550 K04409.01  1.10 0.05
1551 K04411.01  1.14 0.06
1552 K04421.01  0.77 0.05
1553 K04421.02  0.77 0.05
1554 K04431.01  1.55 0.12
1555 K04435.01  1.67 0.12
1556 K04441.01  1.35 0.03
1557 K04443.01  1.23 0.09
1558 K04446.01  2.81 0.16
1559 K04452.01  1.68 0.09
1560 K04457.01  1.76 0.10
1561 K04480.01  2.72 0.13
1562 K04482.01  0.81 0.05
1563 K04505.01  1.27 0.08
1564 K04546.01  1.12 0.05
1565 K04557.01  1.38 0.09
1566 K04561.01  3.02 0.21
1567 K04567.01  2.14 0.19
1568 K04567.02  1.79 0.15
1569 K04575.01  2.67 0.23
1570 K04580.01  1.19 0.08
1571 K04581.01  0.81 0.06
1572 K04582.01  0.38 0.02
1573 K04585.01  1.41 0.10
1574 K04588.01  1.44 0.11
1575 K04601.01  1.39 0.10
1576 K04603.01  1.63 0.14
1577 K04605.01  1.57 0.12
1578 K04613.01  0.74 0.04
1579 K04614.01  1.24 0.08
1580 K04617.01  1.38 0.08
1581 K04633.01  1.45 0.09
1582 K04637.01  0.82 0.06
1583 K04640.01  1.49 0.16
1584 K04647.01  2.82 0.22
1585 K04647.02  2.49 0.20
1586 K04651.01  0.80 0.05
1587 K04653.01  1.44 0.09
1588 K04657.01  0.69 0.03
1589 K04657.02  0.76 0.05
1590 K04659.01  1.24 0.06
1591 K04663.01  1.23 0.09
1592 K04674.01  0.93 0.05
1593 K04686.01  1.38 0.09
1594 K04693.01  1.19 0.07
1595 K04699.01  0.78 0.05
1596 K04715.01  2.83 0.26
1597 K04716.01  0.82 0.05
1598 K04725.01  0.84 0.04
1599 K04744.01  0.86 0.07
1600 K04745.01  2.27 0.12
1601 K04763.01  2.49 0.15
1602 K04765.01  1.27 0.10
1603 K04771.01  2.26 0.19
1604 K04773.01  1.59 0.12
1605 K04773.02  1.55 0.13
1606 K04774.01  1.29 0.06
1607 K04775.01  2.00 0.15
1608 K04792.01  0.91 0.06
1609 K04811.01  2.78 0.16
1610 K04829.01  2.65 0.15
1611 K04833.01  1.28 0.08
1612 K04834.01  1.62 0.14
1613 K04839.01  1.44 0.11
1614 K04850.01  0.86 0.05
1615 K04881.01  1.13 0.07
1616 K04892.01  2.84 0.44
1617 K04907.01  0.78 0.06
1618 K05084.01 12.85 1.61
1619 K05155.01  8.06 0.31
1620 K05278.01  9.95 0.71
1621 K05284.01  7.47 0.26
1622 K05622.01  3.29 0.14
1623 K05706.01  4.39 0.40
1624 K05790.01  3.46 0.18
1625 K05855.01  4.10 0.19
1626 K05929.01  5.58 0.16
1627 K05932.01  8.66 1.71
1628 K06786.01  3.62 0.20
1629 K06971.01  1.55 0.08
1630 K07016.01  1.63 0.09
1631 K07223.01  3.14 0.20
1632 K07345.01  2.76 0.15
1633 K07587.01  2.60 0.07
