 4365932 12.035 0.183 2053171942921824512 291.831 0.013 39.415 0.017   14.248          9.055   1.957 1.751 1.268 6596.186  2.819 0.005
 4366329 16.774 0.195 2053171599324472320 291.939 0.023 39.449 0.030   -1.315  3.649  12.458   3.234 1.767 0.891 5385.530  4.925 0.012
 4366418  7.645 0.147 2053171564964737280 291.963 0.019 39.442 0.025  -11.385         21.865   7.844 1.800 0.636 6430.844  3.091 0.005
 4366445 24.071 0.317 2053173106848304896 291.970 0.019 39.478 0.026   22.215  0.173  25.065   9.727 1.809 1.986 5621.998  2.074 0.001
 4366496  5.815 0.003 2053173248592101888 291.984 0.013 39.490 0.017   16.758  3.463  18.184   5.867 1.789 0.335 5989.072  3.282 0.002
 4366698 17.195 0.281 2053168953624635136 292.045 0.018 39.409 0.023   -1.482          8.861   1.891 1.750 1.018 5756.505  4.784 0.013
 4366811 32.901 0.188 2053168884904968704 292.082 0.027 39.421 0.035    1.248  3.458  12.913   3.422 1.769 1.386 4958.731  5.953 0.004
 4367157 20.180 0.990 2053163451761824512 292.179 0.013 39.457 0.017   -3.093         12.058   3.072 1.765 1.162 5763.950  4.727 0.011
 4367205 32.575 0.743 2053163662224799232 292.190 0.011 39.495 0.015  -35.411  0.692  11.867   2.995 1.765 1.876 5084.198  5.855 0.003
 4367215 25.650 0.106 2053163249907919872 292.192 0.025 39.435 0.032   53.706         31.752  14.117 1.826 0.818 3973.374  8.353 0.001
 4367426 20.228 0.058 2053162287835259904 292.252 0.017 39.417 0.020  -13.308         12.200   3.129 1.766 1.111 5105.942  5.873 0.009
 4367551  5.016 0.014 2053162631432848896 292.287 0.022 39.429 0.026   10.806  3.439  10.825   2.592 1.760 0.416 6416.476  3.829 0.015
 4370514  9.868 0.046 2053129233766520064 293.060 0.026 39.497 0.030    7.952  3.211   7.356   1.410 1.742 0.763 5400.030  5.394 0.015
 4370617  6.962 0.229 2053126588066674432 293.085 0.044 39.485 0.056  -12.474  3.390  22.007   7.924 1.801 0.330 5226.234  4.477 0.003
 4370718 20.327 0.350 2053125071935096064 293.109 0.019 39.418 0.023   17.479  0.213   8.915   1.909 1.750 1.383 5601.420  4.816 0.011
 4370853 33.527 0.171 2053124904439198720 293.146 0.025 39.413 0.038   50.650  3.159  21.845   7.832 1.800 0.922 3966.146  8.131 0.002
 4370861  6.745 0.103 2053125213676845568 293.149 0.026 39.415 0.040   -6.919  3.317  16.722   5.141 1.784 0.433 5714.333  4.266 0.005
 4370970 36.662 0.374 2053125660353454848 293.173 0.416 39.478 0.593    7.084  3.338  22.764   8.358 1.803 1.223 3632.780  9.059 0.001
 4371280 21.306 0.082 2052468358561097984 293.246 0.022 39.449 0.033  -41.785  3.342   9.862   2.238 1.755 0.769 4725.022  6.575 0.007
 4371436 17.850 0.484 2052468908316965888 293.289 0.018 39.481 0.029   -9.279  3.219   9.306   2.043 1.753 1.229 5820.140  4.441 0.009
 4371528 12.736 0.038 2052467396488444928 293.311 0.020 39.411 0.027   -6.037  3.227   4.588   0.670 1.724 0.902 5769.778  4.682 0.014
 4371622 10.006 0.222 2052468118043003904 293.335 0.013 39.461 0.018   -5.242         11.908   3.012 1.765 0.555 5906.814  4.041 0.008
 4371625 13.743 0.191 2052468221122227968 293.336 0.020 39.476 0.031   -4.544  0.209  16.464   5.017 1.783 1.149 5976.080  3.660 0.005
 4371785 32.094 0.763 2052469458072855552 293.378 0.017 39.494 0.025   13.657  3.129  17.601   5.573 1.787 1.339 4991.508  5.841 0.004
 4371990 16.245 3.158 2052466090818483968 293.429 0.022 39.424 0.033   20.257  3.222   9.895   2.250 1.755 1.208 5808.190  4.452 0.010
 4372156 28.321 3.658 2052465369264008704 293.474 0.027 39.416 0.040  -30.736  3.452  14.039   3.903 1.774 1.311 5268.630  5.792 0.006
 4372164 15.876 0.032 2052466640574370816 293.476 0.024 39.468 0.031  -12.794  3.256  12.060   3.073 1.765 0.801 5168.079  4.913 0.009
 4372200  9.689 0.007 2052465781580895232 293.483 0.022 39.440 0.027    0.179  3.122   4.791   0.718 1.726 0.515 4685.023  6.535 0.032
 4372213  2.098 0.005 2052465163105579520 293.487 0.013 39.403 0.017   -0.756         12.422   3.219 1.767 0.192 6548.677  2.813 0.010
 4372247 11.299 0.060 2052465128745845248 293.496 0.026 39.401 0.034   -6.014  3.191   8.353   1.723 1.748 0.548 4833.248  6.401 0.024
 4372257 11.201 0.130 2052465128745848064 293.497 0.023 39.402 0.028    6.083  3.146  12.776   3.365 1.769 0.831 6041.118  3.994 0.004
 4372327  1.449 0.005 2052466017791158272 293.511 0.018 39.490 0.023   15.127  0.490  11.144   2.713 1.761 0.125 6448.845  3.285 0.007
 4372374 24.487 1.000 2052465609782235136 293.520 0.030 39.441 0.036   10.608  3.137  13.844   3.819 1.773 1.276 5150.581  5.946 0.008
 4372541  5.942 0.009 2052453927471214080 293.556 0.014 39.433 0.017    1.473          5.314   0.845 1.729 0.429 5596.685  5.168 0.017
 4372559 41.682 0.620 2052459802986492928 293.563 0.018 39.453 0.022   22.105  3.159  16.542   5.055 1.783 2.173 4719.037  6.418 0.002
 4372825  2.926 0.005 2052459699907330304 293.626 0.015 39.460 0.019    5.007  3.144   7.141   1.346 1.741 0.259 6259.192  3.909 0.016
 4372876 13.982 0.212 2052460112224216832 293.640 0.039 39.484 0.050    0.280  3.263  10.739   2.560 1.760 1.045 5845.722  4.053 0.004
 4373059 26.946 1.006 2052458909633356800 293.687 0.011 39.406 0.014    9.053          7.477   1.447 1.743 1.318 5417.533  5.304 0.007
 4373508 20.540 0.193 2052456504451741696 293.790 0.018 39.406 0.022   14.280  3.130  13.830   3.812 1.773 1.135 5569.709  5.020 0.009
 4373539 33.000 4.275 2052458084999760384 293.798 0.019 39.484 0.024    5.970         15.025   4.344 1.778 1.459 4887.708  6.228 0.007
 4373708  9.472 0.016 2052456397065576704 293.838 0.035 39.423 0.043   -3.617  3.051   4.938   0.753 1.727 0.351 4696.685  6.157 0.011
 4373841 22.683 0.183 2052457157286861312 293.868 0.022 39.474 0.028   -0.698  3.035  17.444   5.495 1.786 1.242 5531.259  4.480 0.005
 4373846 16.214 0.451 2052456706303192832 293.870 0.025 39.418 0.028   12.333  3.030  10.398   2.433 1.758 0.774 5665.872  5.045 0.016
 4373853 11.205 0.040 2052456916768676352 293.871 0.016 39.443 0.018  -13.890  3.064  10.747   2.563 1.760 0.602 5502.373  5.449 0.014
 4374168 20.842 4.119 2052480521909240832 293.940 0.017 39.489 0.021  -19.310  3.115  17.662   5.604 1.787 1.823 5821.243  4.796 0.005
 4374245  8.611 0.022 2052433272960496896 293.959 0.025 39.459 0.032    2.166          6.967   1.295 1.740 0.515 5498.196  4.538 0.009
 4374634  8.963 0.071 2052432727511847936 294.046 0.013 39.455 0.017   -3.985  3.069   8.220   1.680 1.747 0.629 5905.501  4.619 0.016
 4374659  0.225 0.000 2052434445498779904 294.051 0.016 39.486 0.019   -7.805  3.073  24.857   9.600 1.809 0.018 5617.682  4.671 0.003
 4374768  2.879 0.007 2052434475551335936 294.077 0.026 39.495 0.031   -5.083          8.346   1.721 1.747 0.226 6202.799  3.872 0.029
 4374959 16.847 0.047 2052431284402872064 294.123 0.017 39.466 0.024    9.897  2.965  10.208   2.363 1.757 1.020 5694.553  4.799 0.010
 4375010 33.062 4.384 2052431318762620416 294.134 0.087 39.475 0.101   -6.821         17.463   5.505 1.786 1.184 4507.262  5.678 0.006
 4375358 38.851 3.255 2052430837726328832 294.213 0.025 39.490 0.034    3.160  3.080   8.422   1.745 1.748 2.036 5158.516  5.705 0.003
 4375393 14.307 0.092 2052430769006846720 294.220 0.017 39.469 0.022   18.818  0.442  11.013   2.663 1.761 1.489 5949.525  4.598 0.010
 4377458  9.428 0.033 2076252203821806336 294.702 0.028 39.414 0.032    8.938  2.846   7.310   1.396 1.742 0.503 5203.371  5.944 0.015
 4378227 20.121 0.058 2076250073518142464 294.870 0.026 39.428 0.032   -0.676  2.829  16.725   5.143 1.784 1.045 4679.026  6.507 0.005
 4378237  7.945 0.122 2076250863784652288 294.872 0.064 39.451 0.081    3.906  2.944   2.840   0.315 1.711 0.598 6008.785  5.483 0.015
 4378560 11.774 0.061 2076256258271131904 294.953 0.012 39.475 0.016   -0.417          7.223   1.370 1.741 0.986 6393.208  3.753 0.011
 4378621 17.797 0.105 2076256185242736896 294.964 0.026 39.470 0.037   -6.970  2.807   5.130   0.799 1.728 0.411 3712.394  8.661 0.023
 4378778 25.767 5.104 2076244163643227904 294.999 0.013 39.425 0.017  -10.637         11.187   2.730 1.762 1.647 5603.443  4.406 0.005
 4379301  5.500 0.007 2076243785686210048 295.108 0.038 39.467 0.040    7.334          5.941   1.007 1.733 0.305 5185.213  5.191 0.012
 4379415 33.894 0.600 2076240762029228800 295.134 0.018 39.430 0.020   -6.797  2.812   9.583   2.139 1.754 1.322 4672.495  6.479 0.008
 4379451 36.597 8.186 2076242239498000896 295.141 0.013 39.455 0.014   39.889         19.845   6.733 1.794 1.743 5821.220  4.715 0.003
 4379480 15.741 0.111 2076240693309764096 295.150 0.017 39.429 0.019    1.903  2.758  11.308   2.776 1.762 1.054 5765.571  4.937 0.012
 4379526  7.038 0.019 2076245331874491136 295.160 0.020 39.489 0.021   10.121  2.803  10.766   2.569 1.760 0.452 5979.825  4.073 0.010
 4379563  9.253 0.015 2076242170778532864 295.168 0.026 39.439 0.029   -8.182  2.879   9.505   2.112 1.754 0.420 5126.302  4.941 0.011
 4379575 11.988 0.099 2076240418431854080 295.171 0.023 39.400 0.026   14.287  2.831  13.935   3.858 1.773 0.775 5895.972  3.967 0.005
 4379599 13.913 0.042 2076241964620100864 295.177 0.020 39.425 0.022   -2.819  2.755   6.575   1.182 1.737 0.862 5613.743  4.487 0.008
 4379710 24.711 0.071 2076241174346122496 295.199 0.015 39.408 0.017   10.188  2.684   8.565   1.792 1.749 1.202 5060.188  5.812 0.007
 4379868  4.701 0.010 2076241689742337280 295.232 0.012 39.449 0.015   -8.607         11.952   3.029 1.765 0.560 6449.822  1.303 0.011
 4379896 13.189 0.060 2076242480016264704 295.239 0.039 39.483 0.037  -12.146  2.941   7.840   1.559 1.745 0.703 5186.389  5.811 0.013
 4380053 13.745 1.506 2076241346144448512 295.269 0.022 39.424 0.026    1.061  2.771  12.314   3.175 1.767 1.009 6153.239  4.483 0.014
 4380214  6.226 0.071 2076264985645172480 295.304 0.031 39.461 0.035   -2.780  2.917   8.631   1.814 1.749 0.422 6224.671  3.787 0.009
 4380542 24.655 0.242 2076217844082365696 295.379 0.040 39.437 0.047  -12.976  2.745  15.759   4.683 1.780 0.707 4795.273  5.827 0.009
 4381273  2.027 0.005 2076215919937200128 295.533 0.023 39.469 0.027    6.279  2.705  10.823   2.591 1.760 0.146 6178.393  3.586 0.012
 4381358  4.654 0.008 2076214751706055168 295.551 0.012 39.401 0.015    0.743  2.662   5.335   0.850 1.729 0.306 6107.914  4.375 0.013
 4381416 22.968 0.246 2076215748138533632 295.561 0.026 39.466 0.032  -30.858  2.908  16.540   5.054 1.783 0.822 5220.841  5.285 0.005
 4381686  0.280 0.004 2076215060943800320 295.616 0.022 39.443 0.027   -5.584  2.706   9.093   1.970 1.751 0.017 6173.173  4.230 0.004
 4381745 10.387 0.075 2076214992224321280 295.626 0.016 39.429 0.018   27.247  2.722  38.804  19.361 1.840 0.598 5609.033  3.448 0.001
 4381911 39.684 1.112 2076203378632795904 295.657 0.017 39.442 0.018   -4.247  2.643  17.627   5.587 1.787 1.206 4316.401  6.942 0.003
 4381927 16.957 0.117 2076221005178594304 295.660 0.025 39.462 0.028   -8.797  2.776   7.329   1.402 1.742 1.175 5772.360  4.777 0.015
 4382351  4.399 0.017 2076208120276733952 295.738 0.019 39.404 0.022    5.402  2.626  10.571   2.497 1.759 0.373 6410.110  3.765 0.011
 4382416 11.849 0.039 2076208326435212288 295.751 0.014 39.444 0.016    1.837          8.746   1.852 1.750 1.152 6134.310  4.408 0.009
 4382426 26.584 5.715 2076208223355983104 295.752 0.032 39.426 0.036  -15.263  2.684  13.817   3.807 1.773 1.282 5247.334  5.514 0.006
 4382579 40.336 4.485 2076208635672883200 295.783 0.014 39.437 0.016  -67.951  0.295  24.680   9.492 1.808 1.354 4325.155  7.158 0.002
 4382617  0.309 0.004 2076207982837831168 295.791 0.023 39.402 0.026   12.300  2.675  14.667   4.182 1.776 0.025 6391.414  3.518 0.006
 4382700  4.393 1.041 2076208803172683520 295.808 0.018 39.472 0.020   10.516          0.692   0.034 1.700 0.498 6249.738  0.823 0.005
 4382785  1.238 0.008 2076210078781959936 295.829 0.045 39.469 0.052  -13.104  1.835  11.770   2.957 1.764 0.101 7059.661  1.719 0.010
 4383012 13.686 0.083 2076205234058836736 295.872 0.018 39.404 0.026   -1.895  2.590   6.848   1.260 1.739 0.802 5953.380  4.679 0.019
 4383118 38.088 7.042 2076207226923745280 295.892 0.021 39.485 0.025   31.052  2.709  14.807   4.245 1.777 2.078 5763.681  4.718 0.004
 4383248 22.149 0.205 2076206093052595200 295.917 0.025 39.415 0.030   14.297  2.631  17.618   5.582 1.787 0.798 3763.121  8.658 0.004
 4383270  0.823 0.004 2076207330002983936 295.922 0.020 39.479 0.024  -52.748  3.342  29.020  12.251 1.819 0.031 5601.369  3.416 0.002
 4383319 25.665 4.412 2076207295643256064 295.932 0.027 39.480 0.032   -5.598  2.612  10.056   2.308 1.756 1.306 5344.677  5.494 0.007
 4383349 10.296 0.136 2076207291338343936 295.938 0.024 39.486 0.031    2.200  2.632   7.504   1.455 1.743 0.775 6120.697  4.194 0.013
 4383380 12.886 0.018 2076205852534204928 295.945 0.035 39.417 0.043    2.840  2.538   8.635   1.815 1.749 0.509 4909.116  5.997 0.021
 4383431 15.825 0.057 2076206539729021952 295.954 0.037 39.466 0.042    2.185  2.492   9.565   2.133 1.754 0.508 4107.550  7.587 0.013
 4383792 13.415 0.060 2073297747361330432 296.024 0.020 39.457 0.028   15.317  2.584   9.671   2.170 1.754 0.758 5854.315  4.825 0.012
 4383803 14.308 0.135 2073297743051189248 296.026 0.157 39.444 0.200   16.785  1.331  21.996   7.918 1.801 0.701 5736.963  3.647 0.002
 4383982  8.381 0.051 2073297816080845568 296.060 0.023 39.461 0.030  -10.387  2.678   6.545   1.173 1.737 0.537 5730.802  5.043 0.010
 4384167 14.147 0.058 2073298258449360896 296.092 0.066 39.499 0.085  -18.815  2.682   9.000   1.938 1.751 0.482 4250.042  7.525 0.013
 4384168  8.048 0.061 2073296716569210368 296.093 0.018 39.414 0.023   -6.592  2.574   8.894   1.902 1.750 0.622 6180.448  4.199 0.018
 4384398  2.347 0.089 2073297231965361920 296.133 0.015 39.463 0.021  -14.500         12.441   3.227 1.767 0.160 6349.155  1.691 0.006
 4384427  5.705 0.011 2073297335044600064 296.139 0.014 39.484 0.020   -4.301  1.568  10.512   2.475 1.758 0.480 5995.958  3.247 0.003
 4384517 14.606 0.259 2073297300684871168 296.156 0.063 39.478 0.092   15.554         12.663   3.318 1.768 0.750 5885.230  3.623 0.002
 4384523 25.215 3.301 2073297060166683904 296.157 0.109 39.452 0.152    4.593         12.574   3.281 1.768 1.350 5148.699  5.347 0.008
 4384825  2.276 0.060 2073295479618759168 296.209 0.013 39.443 0.018    2.207          6.880   1.269 1.739 0.382 6462.781  1.495 0.008
 4384832  7.300 0.042 2073293795991550720 296.210 0.029 39.407 0.039   -4.087  2.574   7.950   1.594 1.745 0.419 5699.903  4.646 0.008
 4385158  4.543 0.069 2073295823216220672 296.267 0.015 39.469 0.017   -9.238          8.137   1.653 1.746 0.322 6559.143  3.014 0.008
 4385250 19.197 0.252 2073294311387692288 296.284 0.021 39.402 0.024   -1.196  2.506  15.481   4.553 1.779 1.182 5829.017  4.795 0.011
 4385472 11.196 0.051 2073294758064363520 296.325 0.020 39.445 0.024  -11.085  2.563   7.264   1.383 1.741 0.523 5540.727  5.346 0.012
 4386313 16.944 0.044 2073288126634983936 296.480 0.022 39.427 0.026   -0.617  2.467  13.567   3.699 1.772 0.604 3892.716  8.188 0.005
 4386382 14.161 0.468 2073288126634992896 296.490 0.029 39.425 0.034   -3.711          7.536   1.465 1.743 0.529 4422.114  6.862 0.010
 4386659 23.514 1.001 2073290016420696320 296.533 0.013 39.490 0.016    2.253  0.305   3.280   0.395 1.714 3.069 5912.978  1.733 0.006
 4386947  0.646 0.004 2073286477367108096 296.579 0.027 39.419 0.034   -5.241  2.563  13.152   3.522 1.770 0.041 5661.548  4.548 0.004
 4386960  4.921 0.210 2073284931178879232 296.581 0.022 39.408 0.028  -22.350  2.882  10.998   2.658 1.761 0.427 6358.887  3.242 0.007
 4387448 19.608 0.789 2073285480934709248 296.661 0.026 39.407 0.033    1.567  2.406  13.962   3.870 1.773 0.711 3905.192  7.823 0.005
 4390744  0.366 0.005 2073251430433336064 297.301 0.017 39.446 0.023   -1.002          9.991   2.284 1.756 0.013 4572.024  6.621 0.002
 4390927  1.989 0.007 2073251774030756352 297.336 0.015 39.459 0.022    5.867  2.277   4.558   0.664 1.724 0.158 6378.589  3.983 0.038
 4390962 21.549 0.272 2073251877109995520 297.343 0.020 39.486 0.031    6.528  2.281   7.795   1.545 1.744 1.003 5646.498  5.039 0.011
 4390969 25.612 0.308 2073251018116516096 297.344 0.019 39.454 0.028   11.482  2.223  12.558   3.275 1.768 1.386 5282.344  5.421 0.008
 4443393 13.594 0.503 2103287889068287232 284.028 0.011 39.541 0.013    0.083         10.984   2.652 1.761 0.924 6038.674  4.326 0.009
 4443484 20.213 0.069 2103288434524530688 284.071 0.022 39.594 0.024  -10.271  5.240  11.293   2.770 1.762 0.621 4204.937  7.192 0.009
 4445667 21.030 0.513 2100323846238223872 285.079 0.089 39.566 0.098  -28.831          9.546   2.126 1.754 0.827 5247.458  5.419 0.006
 4445785 31.426 0.185 2100324086756421888 285.137 0.020 39.589 0.022   12.861  5.050  10.603   2.509 1.759 1.769 5337.110  5.319 0.007
 4445884 10.962 0.012 2100323296482448896 285.178 0.025 39.574 0.029  -12.123  4.938   8.332   1.716 1.747 0.553 4977.530  6.118 0.018
 4445917 29.892 0.573 2100324773951211520 285.194 0.024 39.584 0.026  -22.895  4.994  10.144   2.340 1.757 1.369 4670.582  6.498 0.005
 4446004 13.090 0.043 2100312679323297280 285.227 0.058 39.537 0.062    4.486  5.045   9.205   2.008 1.752 0.496 4380.829  6.328 0.011
 4446263  6.675 0.219 2100311957768835072 285.340 0.021 39.533 0.024   -6.686  0.502   7.691   1.513 1.744 0.581 6626.034  3.025 0.006
 4446295 20.669 3.411 2100312301366240768 285.356 0.018 39.570 0.019   -2.959  4.970  17.613   5.580 1.787 0.835 5783.837  4.874 0.008
 4446299 16.438 0.029 2100308934111852288 285.357 0.014 39.506 0.016   15.874  4.847  10.113   2.329 1.757 0.770 5099.282  5.854 0.009
 4446687 28.495 0.488 2100333570044366848 285.535 0.030 39.582 0.034    3.533  5.012  17.031   5.292 1.785 1.413 5110.690  5.584 0.006
 4446857 22.231 0.052 2100286119245690112 285.608 0.032 39.536 0.038   -5.711  4.847  14.631   4.166 1.776 0.983 5023.987  6.093 0.009
 4447139  5.279 0.004 2100291616803898368 285.731 0.013 39.574 0.015  -22.245          9.194   2.004 1.752 0.297 6257.521  3.961 0.011
 4447240 21.991 0.119 2100288627506667520 285.772 0.031 39.554 0.035   -8.877  4.885  13.709   3.760 1.772 0.660 4427.264  6.938 0.009
 4447361 28.054 0.658 2100287562354288128 285.827 0.148 39.525 0.172    4.805          8.723   1.845 1.749 1.257 5223.195  5.679 0.007
 4447405 12.858 0.165 2100287729855847936 285.852 0.019 39.524 0.022    4.089  0.185   8.909   1.907 1.750 0.730 5029.787  5.731 0.023
 4447852 15.311 0.158 2100276807756224768 286.056 0.019 39.537 0.021   10.461         16.041   4.815 1.781 0.599 4607.368  6.708 0.010
 4447913 36.013 0.695 2100652256617096704 286.089 0.014 39.590 0.016    1.659         20.783   7.241 1.797 1.433 4714.029  6.525 0.004
 4448105 23.979 3.739 2100648270887451904 286.173 0.025 39.541 0.030    9.290  4.749  12.652   3.313 1.768 1.415 5720.263  4.999 0.008
 4448256 26.066 0.069 2100460666716656128 286.237 0.020 39.519 0.023   -3.621  4.883  13.422   3.637 1.771 1.333 4934.653  6.044 0.008
 4448283 15.782 0.090 2100650023234124800 286.247 0.015 39.572 0.017    0.190         11.908   3.012 1.765 0.989 6099.736  3.503 0.005
 4449181 27.105 3.550 2100451939343175168 286.619 0.052 39.523 0.050    5.996  4.727  10.152   2.342 1.757 1.319 5447.338  5.349 0.006
 4449224 35.217 0.586 2100465374000890368 286.637 0.014 39.581 0.015   -9.532         18.635   6.098 1.790 1.595 4647.719  6.439 0.004
 4449356  5.092 0.035 2100452523458277888 286.689 0.017 39.518 0.019   18.448          7.043   1.317 1.740 0.325 6010.349  4.187 0.008
 4449377 38.262 4.934 2100452454738806272 286.699 0.015 39.523 0.018    4.640  4.633  13.695   3.754 1.772 1.359 4334.725  6.783 0.004
 4449749  5.773 0.005 2100473070581903872 286.855 0.021 39.535 0.020    9.589  4.554   7.023   1.311 1.740 0.281 5325.660  5.616 0.017
 4449778 14.087 0.340 2100472245948179200 286.871 0.014 39.514 0.015   17.061  4.693  16.241   4.910 1.782 1.005 6252.840  3.745 0.007
 4449829 12.795 0.011 2100472726984944896 286.891 0.022 39.551 0.023   -7.067  4.713  12.534   3.265 1.768 0.716 5134.751  5.928 0.012
 4449958 10.130 0.018 2100472555185875200 286.954 0.015 39.548 0.016  -13.744  4.715   6.745   1.230 1.738 0.535 5219.161  5.550 0.024
 4450028  3.653 0.006 2100425344905355520 286.985 0.023 39.516 0.025   -6.343  4.595  14.231   3.988 1.774 0.271 6557.853  1.550 0.007
 4450034  1.829 0.005 2100425340608065280 286.986 0.034 39.514 0.027   21.425  4.607   5.615   0.922 1.731 0.127 6493.057  3.771 0.014
 4450048 11.818 0.665 2100427028532548096 286.992 0.028 39.534 0.028  -10.888  4.726  20.626   7.155 1.797 0.560 5860.685  3.618 0.002
 4450625 19.116 3.231 2100429601216453888 287.219 0.019 39.585 0.025   33.581  0.706  11.950   3.029 1.765 1.293 6338.501  3.245 0.004
 4450799 16.871 0.225 2100428643440396032 287.295 0.029 39.565 0.033   -1.410  4.550  10.279   2.389 1.757 0.522 4682.892  5.673 0.010
 4451232 12.023 0.085 2100511484769984000 287.479 0.131 39.565 0.134   -9.440  4.454   9.283   2.035 1.752 0.598 5448.965  5.938 0.019
 4451401 32.316 6.804 2100508564192242432 287.551 0.012 39.568 0.016  -30.841         11.310   2.777 1.762 2.500 5683.740  4.143 0.003
 4451434 31.117 0.869 2100508735990938368 287.569 0.030 39.564 0.034    4.645  4.501  12.352   3.191 1.767 1.169 4659.229  6.363 0.007
 4451525 10.909 0.057 2100508839070182400 287.610 0.012 39.599 0.016   18.280  4.639  12.081   3.081 1.766 0.587 5222.716  5.793 0.019
 4451655 20.181 0.112 2099757013635539968 287.660 0.014 39.510 0.017   12.163          9.481   2.104 1.753 0.965 6213.107  4.808 0.009
 4451746 16.749 0.340 2100509354466277888 287.690 0.021 39.580 0.025    3.480  4.526   8.623   1.811 1.749 0.917 5919.729  4.437 0.009
 4451916 44.590 1.386 2099758800341950464 287.755 0.025 39.567 0.033    5.999         16.268   4.923 1.782 1.918 4476.997  6.579 0.003
 4454890  2.256 0.003 2099714441919643904 288.804 0.074 39.550 0.093    0.241  1.200  16.694   5.128 1.784 0.070 5076.769  5.930 0.005
 4455018  9.376 0.081 2099714201401501696 288.849 0.023 39.573 0.029    1.818  4.224  14.636   4.168 1.776 0.793 6149.209  3.144 0.004
 4455167 11.910 0.029 2099710937225821696 288.899 0.010 39.534 0.014   -7.343         17.842   5.694 1.788 0.521 4544.832  5.880 0.009
 4455274 17.857 0.664 2101211873677475584 288.932 0.015 39.520 0.019    6.826         10.903   2.621 1.760 1.163 5895.108  4.773 0.014
 4455394  7.506 0.168 2101211938099764736 288.964 0.016 39.533 0.020    7.526  0.922   9.752   2.199 1.755 0.587 6223.002  3.522 0.010
 4455561 14.848 0.652 2101211564439847936 289.012 0.011 39.550 0.014  -17.868          9.861   2.238 1.755 0.568 4477.641  6.687 0.009
 4455709 11.982 0.014 2101023616672020736 289.057 0.028 39.511 0.034  -11.101          9.921   2.259 1.756 0.342 4517.210  6.528 0.018
 4456111 25.813 0.299 2101024613104536064 289.183 0.018 39.541 0.024    7.000         11.096   2.695 1.761 1.422 5014.861  5.881 0.014
 4456137 23.620 0.126 2101025605236730368 289.190 0.017 39.589 0.022  -10.022  4.230  13.442   3.645 1.771 1.321 5130.886  5.755 0.008
 4456269 18.149 0.096 2101030660418550272 289.227 0.014 39.575 0.017   -4.202         15.752   4.680 1.780 1.273 5523.041  5.072 0.013
 4456286 14.305 0.073 2101021417648888064 289.230 0.042 39.517 0.052    2.008  4.125  11.571   2.879 1.763 0.502 4302.727  6.464 0.013
 4456427 17.805 0.204 2101027361883675904 289.271 0.016 39.541 0.021    7.237          9.474   2.101 1.753 1.168 5731.743  4.986 0.013
 4456519 15.925 0.019 2101027602401895168 289.297 0.014 39.579 0.019   10.185  4.160   9.870   2.241 1.755 0.498 4377.431  6.866 0.009
 4456788 20.317 0.562 2101028530114916096 289.383 0.029 39.593 0.041    4.919  4.154  12.626   3.303 1.768 0.638 4248.241  6.277 0.011
 4456983 21.326 0.225 2101016401128211968 289.447 0.019 39.548 0.025   -5.842  4.099  28.109  11.651 1.817 1.167 6110.489  3.900 0.005
 4457061 22.733 0.103 2101028731971096832 289.467 0.047 39.599 0.069  -13.421  4.131   7.103   1.335 1.740 1.147 5297.443  4.940 0.006
 4457475  4.570 0.004 2101015713932669952 289.591 0.115 39.549 0.137   10.791  4.109  18.485   6.021 1.790 0.220 5147.812  4.586 0.004
 4457582 24.894 0.111 2101036261056260864 289.620 0.017 39.563 0.021   10.230  4.036  16.255   4.917 1.782 0.868 4140.552  7.495 0.006
 4457606 24.131 0.110 2101036261056257280 289.624 0.023 39.555 0.027  -31.800  4.049  18.611   6.086 1.790 0.833 4168.532  7.457 0.006
 4457722 25.031 0.885 2101036772151699968 289.654 0.023 39.587 0.026  -31.545  4.145  18.185   5.868 1.789 1.292 5491.356  5.368 0.010
 4458155 16.526 0.086 2101035505142148864 289.768 0.028 39.555 0.032   -5.964  4.078   5.818   0.975 1.732 0.192 3685.517  8.895 0.020
 4458225 22.394 0.016 2100990047208289280 289.782 0.012 39.541 0.015    3.361  4.160   5.087   0.789 1.728 1.298 5239.604  5.523 0.008
 4458346  8.585 0.008 2100990115927820800 289.819 0.022 39.564 0.028   -1.056  4.033   6.521   1.166 1.737 0.424 4915.221  5.923 0.029
 4458629 15.325 0.100 2100989222574666496 289.901 0.017 39.526 0.022  -27.990  4.059  13.157   3.524 1.770 0.814 5794.789  4.832 0.008
 4458638  1.095 0.003 2100989463092856064 289.902 0.044 39.549 0.057    1.178          6.761   1.235 1.738 0.096 6525.830  3.354 0.019
 4458639 27.491 0.173 2100989566172575232 289.902 0.031 39.565 0.040  -15.688  4.087  11.898   3.008 1.765 1.259 5210.442  5.710 0.007
 4458935 28.060 0.784 2100991971353803520 289.980 0.020 39.528 0.026  -16.752  3.882   5.978   1.017 1.734 1.191 5340.473  5.027 0.007
 4459063 22.877 0.370 2100992074433062400 290.024 0.023 39.541 0.028   -3.797  3.895  17.885   5.716 1.788 1.380 5186.167  5.655 0.008
 4459146 25.238 0.791 2100992486749970432 290.045 0.037 39.577 0.046  -10.011  3.896   8.103   1.642 1.746 1.063 5108.390  6.193 0.008
 4459343 32.369 0.471 2100991799555244288 290.097 0.028 39.576 0.035    1.084  3.885   6.732   1.227 1.738 1.614 4951.349  5.975 0.005
